FILE NAME,SITE NAME,SITE CODE,COUNTRY,CONTRIBUTOR (ABBREVIATED),CONTRIBUTOR (FULL),CONTRIBUTOR WEBSITE,CONTRIBUTOR CONTACT,ORGINATOR,ORIGINATOR WEBSITE,ORIGINATOR CONTACT,LATITUDE,LONGITUDE,COORDINATE SYSTEM,START DATE/TIME,END DATE/TIME,NUMBER OF YEARS,TIME ZONE HOURS,DATUM INFORMATION,INSTRUMENT,PRECISION,NULL VALUE,GAUGE TYPE,OVERALL RECORD QUALITYDATA COMPLETENESS BETWEEN 2013-2018,
anchorage-9455920-usa-noaa,Anchorage,9455920,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,61.2375,-149.8904,Unspecified,1978-01-01 1:00,2021-07-31 23:00,41,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.24
esashiko-1615-jpn-jodc_pahb,Esashiko,1615,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,44.93861667,142.5891667,Unspecified,2010-12-31 15:00,2019-12-31 14:00,10,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.22
yarmouth-365-can-meds,Yarmouth,365,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,43.83,-66.12,Unspecified,1900-01-01 5:00,2021-04-06 13:00,60,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.22
port_pirie-61800-aus-bom,Port_Pirie,61800,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Flinders Ports P. L.,https://www.flindersports.com.au/flinders-ports-leading-the-way-for-port-operations/,flindersports@flindersports.com.au,-33.1776,138.0117,GDA,1917-10-29 1:00,2019-12-31 23:00,89,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.21
cooktown-h066003a-aus-bom,Cooktown,H066003A,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,The State of Queensland,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,Unspecified,-15.45,145.25,GDA,2000-12-31 14:00,2019-12-31 13:50,20,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.21
puerto_montt-684a-chl-uhslc,Puerto_Montt,684A,CHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL ,Unspecified,Unspecified,-41.485,-72.962,Unspecified,1980-04-02 18:00,2018-12-31 23:00,39,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.19
uchiura-ma18-jpn-jodc_jma,Uchiura,MA18,JPN,JODC_JMA,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Japan Meteorological Agency,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,35.01721667,138.8902833,Unspecified,1960-12-31 15:00,2019-12-31 14:00,60,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.18
dunmore_east_harbour-dun-irl-mi_c,Dunmore_East_Harbour,DUN,IRL,MI_C,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,Marine Institute,https://erddap.marine.ie/erddap/tabledap/IrishNationalTideGaugeNetwork.html,datarequests@marine.ie,52.14767,-6.99188,Unspecified,2012-04-23 9:06,2021-09-16 15:30,10,0,Malin Ordnance Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.17
el_porvenir-739a-pan-uhslc,El_Porvenir,739A,PAN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,9.558,-78.948,Unspecified,2012-08-22 13:00,2018-12-31 23:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.17
holbaek-hol-dnk-cmems,Holbaek,Hol,DNK,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_085,instacco@ifremer.fr,Danish Meteorological Institute (DMI),www.dmi.dk,cmems-service@smhi.se,55.716702,11.7167,Unspecified,2011-12-22 13:40,2020-12-17 7:50,10,0,DVR90,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.16
barcelona-bar-esp-cmems,Barcelona,Bar,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_601,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,41.341999,2.1630001,Unspecified,1993-01-01 2:00,2021-01-31 23:00,29,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.14
brest-822a-fra-uhslc,Brest,822A,FRA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu,Systeme d'Observation du Niveau des Eaux Littorales (SONEL)  Centre Littoral de Geophysique (CLDG)  Universite de La Rochelle  France in collaboration with Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,Unspecified,Unspecified,48.383,-4.495,Unspecified,1846/01/04 00:00:00,2018-12-31 23:00,165,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.14
north_sydney-612-can-meds,North_Sydney,612,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,46.22,-60.25,Unspecified,1970-01-07 5:00,2021-04-06 13:00,52,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.13
nemuroko-0133-jpn-jodc_pahb,Nemuroko,133,JPN,JODC_PAHB,Japan Oceanographic Data Center,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,Ports and Harbours Bureau,https://jdoss1.jodc.go.jp/vpage/tide.html,analysis@jodc.go.jp,43.34166667,145.59,Unspecified,1982-12-31 15:00,2019-12-31 14:00,24,0,Zero of Tide Height,Float,Unspecified,-99.9999,Coastal,No obvious issues,99.13
wachapreague-8631044-usa-noaa,Wachapreague,8631044,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,37.607778,-75.685833,Unspecified,1978-01-01 1:00,2021-08-31 23:00,42,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.11
rimouski-2985-can-meds,Rimouski,2985,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,48.48,-68.51,Unspecified,1984-07-08 16:00,2021-02-28 23:00,38,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.11
nelson-077a-nzl-uhslc,Nelson,077A,NZL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Land Information New Zealand  New Zealand ,Unspecified,Unspecified,-41.267,173.267,Unspecified,1984-06-30 15:00,2018-12-31 11:00,27,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.1
diego_garcia-104d-gbr-uhslc,Diego_Garcia,104D,GBR,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-7.29,72.393,Unspecified,2003-08-26 12:00,2018-12-31 23:00,16,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.09
saumlaki-420a-idn-uhslc,Saumlaki,420A,IDN,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-7.982,131.29,Unspecified,2008-10-01 6:00,2018-12-31 23:00,11,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.08
yap-008b-fsm-uhslc,Yap,008B,FSM,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,9.508,138.128,Unspecified,1969-05-10 15:00,2018-12-31 23:00,48,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.06
tarragona-tar-esp-cmems,Tarragona,Tar,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_693,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,41.078899,1.2132,Unspecified,2011-05-27 20:00,2021-01-31 23:00,11,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.03
mackay_outer_harbour-59510-aus-bom,Mackay_Outer_Harbour,59510,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and State of Queensland ,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-21.1167,149.2333,GDA,1960-06-01 1:00,2019-12-31 23:00,51,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.03
malaga-mal-esp-cmems,Malaga,Mal,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_655,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,36.712002,-4.4169998,Unspecified,1992-07-01 5:00,2021-01-31 23:00,30,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.02
fort_pulaski_ga-752a-usa-uhslc,Fort_Pulaski_GA,752A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,32.033,-80.902,Unspecified,1935-07-01 5:00,2018-12-31 23:00,84,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,99.01
suva-018b-fji-uhslc,Suva,018B,FJI,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-18.133,178.428,Unspecified,1998-01-27 1:00,2018-12-31 23:00,21,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.99
bowen-59320-aus-bom,Bowen,59320,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and The State of Queensland,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-20.025,148.25,GDA,1986-11-19 3:00,2019-12-31 23:00,34,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.96
coruna-cor-esp-cmems,Coruna,Cor,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_611,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,43.356998,-8.3889999,Unspecified,1992-07-01 5:00,2021-01-31 23:00,30,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.94
trondheim-trd-nor-nhs,Trondheim,TRD,NOR,NHS,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,Norwegian Hydrographic Service ,http://api.sehavniva.no/tideapi_en.html,tidevann@kartverket.no,63.436484,10.391669,Unspecified,1990-01-01 0:00,2020-12-31 23:00,31,0,Chart Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.91
gomera-gom-esp-cmems,Gomera,Gom,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_630,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,28,-17,Unspecified,2007-01-01 5:00,2021-01-31 23:00,15,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.88
lucinda_offshore-59200-aus-bom,Lucinda_Offshore,59200,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and The State of Queensland,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-18.5217,146.385,GDA,1985-06-06 4:00,2019-12-31 23:00,35,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.87
lawma-8764227-usa-noaa,Lawma,8764227,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,29.449611,-91.338111,Unspecified,2006-01-01 1:00,2021-08-31 23:00,16,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.87
esperance-176a-aus-uhslc,Esperance,176A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-33.87,121.897,Unspecified,1985-01-01 0:00,2018-12-31 23:00,34,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.85
wallaroo-61780-aus-bom,Wallaroo,61780,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Flinders Ports P. L.,https://www.flindersports.com.au/flinders-ports-leading-the-way-for-port-operations/,flindersports@flindersports.com.au,-33.926,137.6152,GDA,1976-11-15 1:00,2019-12-31 23:00,40,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.82
puerto_madryn-731a-arg-uhslc,Puerto_Madryn,731A,ARG,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-42.763,-65.03,Unspecified,2010-03-14 3:00,2018-12-31 23:00,9,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.82
port_eri_isle_of_man-iom-gbr-bodc,Port_Eri_Isle_of_Man,IOM,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,54.085222,-4.768056,UK National Grid ,1992-01-01 0:00,2021-07-31 23:45,28,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,98.79
new_haven-8465705-usa-noaa,New_Haven,8465705,USA,NOAA,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,National Oceanic and Atmospheric Administration,https://api.tidesandcurrents.noaa.gov/api/prod/,co-ops.userservices@noaa.gov,41.283333,-72.908333,Unspecified,1999-01-01 1:00,2021-08-31 23:00,23,0,Station Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.76
vermilion_bay_b_fearman_nr_intracoastal_city_la-7387050-usa-usgs,Vermilion_Bay_B_Fearman_Nr_Intracoastal_City_La,7387050,USA,USGS,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,stalke@calpoly.edu,United States Geological Survey (USGS),https://waterdata.usgs.gov/nwis,https://answers.usgs.gov,29.674444,-92.135556,NAD83,2008-10-01 6:00,2021-04-06 17:00,14,0,USGS Station Datum (see USGS station webpage for tie to geocentric datum),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.76
onslow_beadon_creek-62470-aus-bom,Onslow_Beadon_Creek,62470,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and Western Australian Department of Transport,https://www.transport.wa.gov.au,contact.centre@transport.wa.gov.au,-21.6497,115.1315,GDA,1985-07-07 13:00,2019-12-31 23:00,35,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.76
la_figueirette-846-fra-refmar,La_Figueirette,846,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,43.4835,6.93494,Unspecified,2011-05-26 15:00,2021-01-01 0:00,11,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.75
karumba-63580-aus-bom,Karumba,63580,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Australian Bureau of Meteorology and The State of Queensland,https://www.qld.gov.au/environment/coasts-waterways/beach/storm/storm-sites,tides@bom.gov.au,-17.4917,140.8333,GDA,1985-01-01 0:00,2019-12-31 23:00,35,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.73
subic_bay-382a-phl-uhslc,Subic_Bay,382A,PHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,14.765,120.252,Unspecified,2007-02-27 10:00,2018-12-31 23:00,12,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.67
newhaven-nha-gbr-bodc,Newhaven,NHA,GBR,BODC,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,British Oceanographic Data Centre,https://www.bodc.ac.uk/data/hosted_data_systems/sea_level/uk_tide_gauge_network/,enquiries@bodc.ac.uk,50.781778,0.057028,UK National Grid ,1982-01-01 0:00,2021-07-31 23:45,37,0,Admiralty Chart Datum (ACD) ,bubbler,0.001 (m) ,-99.9999,Coastal,No obvious issues,98.66
thevenard-128a-aus-uhslc,Thevenard,128A,AUS,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-32.15,133.64,Unspecified,1992-03-19 13:00,2018-12-31 23:00,27,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.64
la_libertad-091a-ecu-uhslc,La_Libertad,091A,ECU,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Instituto Oceanografico de la Armada  Ecuador in collaboration with University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,-2.2,-80.917,Unspecified,1949-09-01 5:00,2018-12-31 23:00,70,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.63
malakal-007b-plw-uhslc,Malakal,007B,PLW,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,7.33,134.463,Unspecified,1969-05-18 15:00,2018-12-31 23:00,50,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.59
fort_de_france-271a-fra-uhslc,Fort_de_France,271A,FRA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,Unspecified,Unspecified,14.602,-61.063,Unspecified,1976-10-30 4:00,2018-12-31 23:00,20,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.55
forster-209402-aus-bom,Forster,209402,AUS,BOM,Bureau of Meteorology,http://www.bom.gov.au/oceanography/projects/ntc/monthly/,tides@bom.gov.au,Manly Hydraulics Laboratory,https://mhl.nsw.gov.au/Data-OceanTide,Unspecified,-32.17398888,152.5082112,GDA,1986-03-26 8:00,2020-01-28 22:30,35,0,Chart Datum / Lowest Astronomical Tide,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.53
kawaihae-552a-usa-uhslc,Kawaihae,552A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,20.033,-155.833,Unspecified,1989-03-01 0:00,2018-12-31 23:00,29,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.49
reggio_calabria-reg-ita-ispra,Reggio_Calabria,REG,ITA,ISPRA,Instituto Superiore per la Protezione e la Ricerca Ambientale (Higher Institute for Environmental Protection and Research),https://mareografico.it,retemareografica@isprambiente.it,Instituto Superiore per la Protezione e la Ricerca Ambientale (Higher Institute for Environmental Protection and Research),https://mareografico.it,retemareografica@isprambiente.it,38.12171944,15.64891667,Unspecified,1999-01-01 0:10,2021-05-10 8:40,23,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.49
palmyra_island-043b-usa-uhslc,Palmyra_Island,043B,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, University of Hawaii Sea Level Center (UHSLC)  USA ,Unspecified,Unspecified,5.888,-162.083,Unspecified,2012-11-29 4:00,2018-12-31 23:00,7,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.45
antofagasta-080a-chl-uhslc,Antofagasta,080A,CHL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Servicio Hidrografico y Oceanografico de la Armada (SHOA)  CHL ,Unspecified,Unspecified,-23.653,-70.405,Unspecified,1945-12-06 4:00,2018-12-31 23:00,74,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.42
apia-401b-wsm-uhslc,Apia,401B,WSM,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Tidal Centre (NTC)  Bureau of Meteorology (BOM)  Australia ,Unspecified,Unspecified,-13.82,-171.757,Unspecified,1993-02-27 1:00,2018-12-31 23:00,26,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.4
prudhoe_bay_ak-579a-usa-uhslc,Prudhoe_Bay_AK,579A,USA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, National Ocean Service (NOS)  National Oceanic and Atmospheric Administration (NOAA)  USA ,Unspecified,Unspecified,70.4,-148.527,Unspecified,1989-05-01 0:00,2018-12-31 23:00,30,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.38
port_aux_basques-665-can-meds,Port_Aux_Basques,665,CAN,MEDS,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,Marine Environmental Data Section ,https://isdm-gdsi.gc.ca/isdm-gdsi/twl-mne/inventory-inventaire/index-eng.htm,Jenny.Chiu@dfo-mpo.gc.ca,47.57,-59.13,Unspecified,1935-08-12 17:30,2021-04-06 13:30,65,0,Chart Datum (CD),Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.36
cherbourg-13-fra-refmar,Cherbourg,13,FRA,REFMAR,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,Réseaux de référence des observations marégraphiques (Reference networks for tidal observations),http://refmar.shom.fr/en,refmar@shom.fr,49.651447,-1.635508,Unspecified,1943-03-30 23:00,2020-10-26 23:00,50,0,Zero Hydrographique,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.33
san_andres-737a-col-uhslc,San_Andres,737A,COL,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Instituto de Hidrologia  Meteorologia y Estudios Ambientales  Ministerio de Medio Ambiente  Colombia ,Unspecified,Unspecified,12.57,-81.702,Unspecified,1997-01-01 5:00,2018-12-31 23:00,22,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.28
reunion-164a-fra-uhslc,Reunion,164A,FRA,UHSLC,University of Hawaii Sea Level Center,https://uhslc.soest.hawaii.edu,philiprt@hawaii.edu, Service Hydrographique et Oceanographique de la Marine (SHOM)  France ,Unspecified,Unspecified,-20.935,55.285,Unspecified,1967-02-28 3:00,2018-12-31 23:00,38,0,Unspecified,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.15
algeciras-alg-esp-cmems,Algeciras,Alg,ESP,CMEMS,Copernicus Marine Environment Monitoring Service,https://resources.marine.copernicus.eu/?option=com_csw&view=details&product_id=INSITU_GLO_NRT_OBSERVATIONS_013_588,instacco@ifremer.fr,Puertos del Estado (Spain),http://www.puertos.es/,mar@puertos.es cmems-service@puertos.es,36.176899,-5.3983302,Unspecified,2009-07-16 19:00,2021-01-31 23:00,13,0,Harbour Local Datum,Unspecified,Unspecified,-99.9999,Coastal,No obvious issues,98.12
